ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
C406	C406			id86 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C407	C407			id86 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C408	C408			id86 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C409	C409			id86 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C410	C410			id86 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C411	C411			id86 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C412	C412			id86 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C413	C413			id86 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C414	C414			id86 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C415	C415			id86 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C416	C416			id86 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C417	C417			id86 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C418	C418			id86 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C419	C419			id86 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C420	C420			id86 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C421	C421			id86 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C422	C422			id86 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C423	C423			id86 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C424	C424			id86 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C425	C425			id86 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C426	C426			id86 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C427	C427			id86 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C428	C428			id86 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C429	C429			id86 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C430	C430			id86 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C431	C431			id86 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C432	C432			id86 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C433	C433			id86 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C434	C434			id86 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C435	C435			id86 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C436	C436			id86 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C437	C437			id86 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C438	C438			id86 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C439	C439			id86 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C440	C440			id86 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C441	C441			id86 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C442	C442			id86 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C443	C443			id86 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C444	C444			id86 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C445	C445			id86 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C446	C446			id86 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C447	C447			id86 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C448	C448			id86 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C449	C449			id86 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C450	C450			id86 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C451	C451			id86 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C452	C452			id86 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C453	C453			id86 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C454	C454			id86 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C455	C455			id86 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C456	C456			id86 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C457	C457			id86 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C458	C458			id86 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C459	C459			id86 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C460	C460			id86 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C461	C461			id86 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C462	C462			id86 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C463	C463			id87 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C464	C464			id87 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C465	C465			id87 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C466	C466			id87 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C467	C467			id87 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C468	C468			id87 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C469	C469			id87 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C470	C470			id87 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C471	C471			id87 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C472	C472			id87 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C473	C473			id87 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C474	C474			id87 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C475	C475			id87 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C476	C476			id87 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C477	C477			id87 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C478	C478			id87 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C479	C479			id87 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C480	C480			id87 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C481	C481			id87 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C482	C482			id87 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C483	C483			id87 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C484	C484			id87 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C485	C485			id87 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C486	C486			id87 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C487	C487			id87 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C488	C488			id87 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C489	C489			id87 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C490	C490			id87 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C491	C491			id87 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C492	C492			id87 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C493	C493			id87 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C494	C494			id87 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C495	C495			id87 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C496	C496			id87 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C497	C497			id87 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C498	C498			id87 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C499	C499			id87 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C500	C500			id87 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C501	C501			id87 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C502	C502			id87 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C503	C503			id87 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C504	C504			id87 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C505	C505			id87 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C506	C506			id87 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C507	C507			id87 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C508	C508			id87 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C509	C509			id87 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C510	C510			id87 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C511	C511			id87 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C512	C512			id87 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C513	C513			id87 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C514	C514			id87 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C515	C515			id87 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C516	C516			id87 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C517	C517			id87 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C518	C518			id87 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C519	C519			id87 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C520	C520			id87 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C521	C521			id87 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C522	C522			id87 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C523	C523			id87 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C524	C524			id87 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C525	C525			id87 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C526	C526			id87 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C527	C527			id88 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C528	C528			id88 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C529	C529			id88 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C530	C530			id88 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C531	C531			id88 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C532	C532			id88 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C533	C533			id88 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C534	C534			id88 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C535	C535			id88 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C536	C536			id88 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C537	C537			id88 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C538	C538			id88 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C539	C539			id88 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C540	C540			id88 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C541	C541			id88 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C542	C542			id88 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C543	C543			id88 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C544	C544			id88 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C545	C545			id88 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C546	C546			id88 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C547	C547			id88 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C548	C548			id88 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C549	C549			id88 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C550	C550			id88 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C551	C551			id88 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C552	C552			id88 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C553	C553			id88 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C554	C554			id88 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C555	C555			id88 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C556	C556			id88 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C557	C557			id88 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C558	C558			id88 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C559	C559			id88 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C560	C560			id88 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C561	C561			id88 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C562	C562			id88 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C563	C563			id88 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C564	C564			id88 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C565	C565			id88 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C566	C566			id88 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C567	C567			id88 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C568	C568			id88 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C569	C569			id88 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C570	C570			id88 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C571	C571			id88 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C572	C572			id88 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C573	C573			id88 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C574	C574			id88 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C575	C575			id88 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C576	C576			id88 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C577	C577			id88 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C578	C578			id88 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C579	C579			id88 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C580	C580			id88 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C581	C581			id88 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C582	C582			id88 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C583	C583			id88 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C584	C584			id88 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C585	C585			id88 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C586	C586			id88 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C587	C587			id88 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C588	C588			id88 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C589	C589			id88 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C590	C590			id88 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C591	C591			id89 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C592	C592			id89 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C593	C593			id89 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C594	C594			id89 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C595	C595			id89 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C596	C596			id89 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C597	C597			id89 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C598	C598			id89 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C599	C599			id89 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C600	C600			id89 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C601	C601			id89 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C602	C602			id89 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C603	C603			id89 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C604	C604			id89 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C605	C605			id89 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C606	C606			id89 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C607	C607			id89 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C608	C608			id89 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C609	C609			id89 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C610	C610			id89 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C611	C611			id89 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C612	C612			id89 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C613	C613			id89 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C614	C614			id89 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C615	C615			id89 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C616	C616			id89 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C617	C617			id89 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C618	C618			id89 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C619	C619			id89 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C620	C620			id89 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C621	C621			id89 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C622	C622			id89 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C623	C623			id89 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C624	C624			id89 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C625	C625			id89 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C626	C626			id89 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C627	C627			id89 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C628	C628			id89 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C629	C629			id89 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C630	C630			id89 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C631	C631			id89 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C632	C632			id89 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C633	C633			id89 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C634	C634			id89 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C635	C635			id89 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C636	C636			id89 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C637	C637			id89 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C638	C638			id89 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C639	C639			id89 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C640	C640			id89 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C641	C641			id89 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C642	C642			id89 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C643	C643			id89 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C644	C644			id89 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C645	C645			id89 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C646	C646			id89 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C647	C647			id89 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C648	C648			id89 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C649	C649			id89 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C650	C650			id89 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C651	C651			id89 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C652	C652			id89 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C653	C653			id89 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C654	C654			id89 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C655	C655			id90 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C656	C656			id90 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C657	C657			id90 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C658	C658			id90 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C659	C659			id90 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C660	C660			id90 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C661	C661			id90 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C662	C662			id90 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C663	C663			id90 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C664	C664			id90 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C665	C665			id90 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C666	C666			id90 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C667	C667			id90 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C668	C668			id90 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C669	C669			id90 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C670	C670			id90 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C671	C671			id90 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C672	C672			id90 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C673	C673			id90 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C674	C674			id90 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C675	C675			id90 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C676	C676			id90 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C677	C677			id90 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C678	C678			id90 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C679	C679			id90 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C680	C680			id90 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C681	C681			id90 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C682	C682			id90 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C683	C683			id90 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C684	C684			id90 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C685	C685			id90 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C686	C686			id90 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C687	C687			id90 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C688	C688			id90 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C689	C689			id90 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C690	C690			id90 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C691	C691			id90 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C692	C692			id90 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C693	C693			id90 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C694	C694			id90 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C695	C695			id90 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C696	C696			id90 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
C697	C697			id90 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
